Country,University,College_1st_Choice,Application_Source,Course,Education_Level,Season,Month_Year
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2025
Nepal,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Part-time MBA,Unknown,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Spring,March 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Spring,March 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Spring,March 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Summer,June 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Full-time MBA,Unknown,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Summer,June 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2025
Uzbekistan,DePaul University,College of Liberal Arts and Social Sciences,STUDY GROUP,English,MA,Fall,September 2024
Uzbekistan,DePaul University,College of Liberal Arts and Social Sciences,STUDY GROUP,English,MA,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Full-time MBA,Unknown,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
Hungary,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Spring,March 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Spring,March 2024
Uzbekistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Summer,June 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,College of Science and Health,STUDY GROUP,Public Health,MPH,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Canada,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Business Information Technology,MS,Fall,September 2025
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Fall,September 2024
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Software Engineering,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
Kenya,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
Taiwan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Kenya,DePaul University,College of Science and Health,STUDY GROUP,Environmental Science,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2023
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Winter,January 2025
Russia,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Winter,January 2025
Russia,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Winter,January 2025
Russia,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Winter,January 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
China,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Game Design,MFA,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Human Resources,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Human Resources,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2023
India,DePaul University,College of Liberal Arts and Social Sciences,STUDY GROUP,Sustainable Urban Development,MA,Fall,September 2024
India,DePaul University,College of Liberal Arts and Social Sciences,STUDY GROUP,Sustainable Urban Development,MA,Fall,September 2024
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Film and Television Directing,MFA,Fall,September 2024
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Film and Television Directing,MFA,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2023
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Spring,March 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
Pakistan,DePaul University,College of Education,STUDY GROUP,Elementary Education,MA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2025
